10/5/2023 0:00,Vanguard Total Intl Stock Index I,Employer Matching Account,Recordkeeping Fee,Cash Disbursement,112.77,0,-5.55
10/5/2023 0:00,Vanguard Windsor II Admiral,Employer Matching Account,Recordkeeping Fee,Sale,70.1,-0.024,-1.65
10/5/2023 0:00,Vanguard Windsor II Admiral,Employer Matching Account,Recordkeeping Fee,Cash Disbursement,70.1,0,-1.65
9/29/2023 0:00,Cash,Employee 401(k) Account,Contributions - Employee,Cash Receipts,1,0,264.78
9/29/2023 0:00,Cash,Employer Matching Account,Contributions - Employer,Cash Receipts,1,0,132.39
9/29/2023 0:00,Fidelity Inflation-Prot Bd Index,Employee 401(k) Account,Contributions - Employee,Purchase,8.95,0.592,5.3
9/29/2023 0:00,Fidelity Inflation-Prot Bd Index,Employee 401(k) Account,Interest Earned,Cash Receipts,8.95,0,0.02
9/29/2023 0:00,Fidelity Inflation-Prot Bd Index,Employee 401(k) Account,Interest Earned,Purchase,8.95,0.002,0.02
9/29/2023 0:00,Fidelity Inflation-Prot Bd Index,Employer Matching Account,Contributions - Employer,Purchase,8.95,0.296,2.65
9/29/2023 0:00,Fidelity Inflation-Prot Bd Index,Employer Matching Account,Interest Earned,Cash Receipts,8.95,0,0.01
9/29/2023 0:00,Fidelity Inflation-Prot Bd Index,Employer Matching Account,Interest Earned,Purchase,8.95,0.001,0.01
9/29/2023 0:00,American Funds Europacific Growth R6,Employee 401(k) Account,Contributions - Employee,Purchase,51.36,0.928,47.66
9/29/2023 0:00,American Funds Europacific Growth R6,Employer Matching Account,Contributions - Employer,Purchase,51.36,0.464,23.83
9/29/2023 0:00,Vanguard Real Estate Index Institutional,Employee 401(k) Account,Contributions - Employee,Purchase,16.6,0.638,10.59
9/29/2023 0:00,Vanguard Real Estate Index Institutional,Employer Matching Account,Contributions - Employer,Purchase,16.6,0.319,5.3
9/29/2023 0:00,Vanguard Institutional Index I,Employee 401(k) Account,Contributions - Employee,Purchase,357.91,0.207,74.14
9/29/2023 0:00,Vanguard Institutional Index I,Employer Matching Account,Contributions - Employer,Purchase,357.91,0.104,37.07
9/29/2023 0:00,Vanguard Small Cap Index I,Employee 401(k) Account,Contributions - Employee,Purchase,90.57,0.351,31.77
9/29/2023 0:00,Vanguard Small Cap Index I,Employer Matching Account,Contributions - Employer,Purchase,90.57,0.175,15.89
9/29/2023 0:00,Vanguard Total Intl Stock Index I,Employee 401(k) Account,Contributions - Employee,Purchase,114.91,0.645,74.14
9/29/2023 0:00,Vanguard Total Intl Stock Index I,Employer Matching Account,Contributions - Employer,Purchase,114.91,0.323,37.06
9/29/2023 0:00,Vanguard Windsor II Admiral,Employee 401(k) Account,Contributions - Employee,Purchase,71.08,0.298,21.18
9/29/2023 0:00,Vanguard Windsor II Admiral,Employer Matching Account,Contributions - Employer,Purchase,71.08,0.149,10.59
9/27/2023 0:00,Vanguard Real Estate Index Institutional,Employee 401(k) Account,Dividends/Capital Gains,Cash Receipts,16.38,0,2.15
9/27/2023 0:00,Vanguard Real Estate Index Institutional,Employee 401(k) Account,Dividends/Capital Gains,Purchase,16.38,0.131,2.15
